dataset,source,source_file,version_year,record_type,name,收稿方向,abbreviation,issn,eissn,issn_eissn,publisher,url,area,area_en,level,sequence,impact_factor,wos_index,top,source_page,notes,cas_review,cas_oa_journal_index,cas_open_access,cas_label,cas_major_area,cas_major_partition,cas_major_rank,cas_subject_1,cas_subject_partition_1,cas_subject_rank_1,cas_subject_2,cas_subject_partition_2,cas_subject_rank_2,cas_subject_3,cas_subject_partition_3,cas_subject_rank_3,cas_subject_4,cas_subject_partition_4,cas_subject_rank_4,cas_subject_5,cas_subject_partition_5,cas_subject_rank_5,cas_subject_6,cas_subject_partition_6,cas_subject_rank_6,jcr_category_1,jcr_quartile_1,jcr_rank_1,jcr_category_2,jcr_quartile_2,jcr_rank_2,jcr_category_3,jcr_quartile_3,jcr_rank_3,jcr_category_4,jcr_quartile_4,jcr_rank_4,jcr_category_5,jcr_quartile_5,jcr_rank_5,jcr_category_6,jcr_quartile_6,jcr_rank_6,收稿方向_官网摘取,收稿方向_来源URL,收稿方向_证据,收稿方向_置信度,收稿方向_状态,收稿方向_更新时间
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Global Optimization,理论计算机科学；Theoretical Computer Science,JGO,,,,,,理论计算机科学,Theoretical Computer Science,B,10,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:09+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Symbolic Computation,理论计算机科学；Theoretical Computer Science,JSC,,,,,,理论计算机科学,Theoretical Computer Science,B,11,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:15+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Formal Aspects of Computing,理论计算机科学；Theoretical Computer Science,FAC,,,,,,理论计算机科学,Theoretical Computer Science,B,12,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:21+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Theoretical Computer Science,理论计算机科学；Theoretical Computer Science,TCS,,,,,,理论计算机科学,Theoretical Computer Science,B,13,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:27+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,USENIX Symposium on Operating Systems Design and Implementations,系统软件与软件工程；System Software and Software Engineering,OSDI,,,,,,系统软件与软件工程,System Software and Software Engineering,A,1,,,,8,superseded: OSDI 2010 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSDI征稿涵盖操作系统、文件与存储系统、分布式系统、移动系统、安全系统、嵌入式系统、虚拟化、网络与操作系统交互、软硬件协同等计算机系统领域的创新研究与设计实现。；关键词：操作系统；分布式系统；存储系统；虚拟化；移动系统；安全系统；嵌入式系统；网络；软硬件协同,https://www.usenix.org/legacy/events/osdi10/cfp/,已废止自动候选：OSDI 2010 历史征稿页，已由当前年度范围取代。 OSDI takes a broad view of the systems area and solicits contributions from many fields of systems practice,low,superseded,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Software Engineering,系统软件与软件工程；System Software and Software Engineering,ICSE,,,,,,系统软件与软件工程,System Software and Software Engineering,A,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:33+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Symposium on Operating Systems Principles,系统软件与软件工程；System Software and Software Engineering,SOSP,,,,,,系统软件与软件工程,System Software and Software Engineering,A,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOSP征稿涵盖操作系统、文件与存储系统、分布式系统、云计算、移动与边缘系统、安全可靠系统、大数据与机器学习系统、嵌入式与实时系统、虚拟化、网络（与操作系统相关）以及复杂系统的管理与故障排除，并欢迎与计算机体系结构、网络、编程语言、分析、验证和数据库等领域的交叉研究。；关键词：操作系统；分布式系统；云计算；存储系统；安全可靠系统；机器学习系统；虚拟化；嵌入式系统；网络；系统软件,https://sigops.org/s/conferences/sosp/2026/cfp.html,"SOSP takes a broad view of systems and solicits contributions from many fields of systems practice, including: operating",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,系统软件与软件工程；System Software and Software Engineering,POPL,,,,,,系统软件与软件工程,System Software and Software Engineering,A,4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该会议涵盖编程语言原理、程序分析、形式化验证、类型系统、编译优化、量子编程、安全编译等程序设计语言与软件工程核心领域。；关键词：编程语言原理；程序分析；形式化验证；类型系统；编译优化；量子编程；安全编译；软件工程,https://popl26.sigplan.org/track/POPL-2026-popl-research-papers#POPL-2026-Call-for-Papers,POPL 2026 Call for Papers 包含程序分析、形式化验证、类型系统等主题,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM SIGPLAN Conference on Programming Language Design & Implementation,系统软件与软件工程；System Software and Software Engineering,PLDI,,,,,,系统软件与软件工程,System Software and Software Engineering,A,5,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:39+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM SIGSOFT Symposium on the Foundation of Software Engineering/ European Software Engineering Conference,系统软件与软件工程；System Software and Software Engineering,FSE/ESEC,,,,,,系统软件与软件工程,System Software and Software Engineering,A,6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:45+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Symposium on Software Testing and Analysis,系统软件与软件工程；System Software and Software Engineering,ISSTA,,,,,,系统软件与软件工程,System Software and Software Engineering,A,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:51+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"Conference on Object-Oriented Programming Systems, Languages, and Applications",系统软件与软件工程；System Software and Software Engineering,OOPSLA,,,,,,系统软件与软件工程,System Software and Software Engineering,A,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:26:57+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Automated Software Engineering,系统软件与软件工程；System Software and Software Engineering,ASE,,,,,,系统软件与软件工程,System Software and Software Engineering,A,9,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:04+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Mining Software Repositories,系统软件与软件工程；System Software and Software Engineering,MSR,,,,,,系统软件与软件工程,System Software and Software Engineering,B,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:11+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"International Conference on Software Analysis, Evolution, and Reengineering",系统软件与软件工程；System Software and Software Engineering,SANER,,,,,,系统软件与软件工程,System Software and Software Engineering,B,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:16+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Middleware Conference,系统软件与软件工程；System Software and Software Engineering,Middleware,,,,,,系统软件与软件工程,System Software and Software Engineering,B,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:21+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Evaluation and Assessment in Software Engineering,系统软件与软件工程；System Software and Software Engineering,EASE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:23+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Conference on Program Comprehension,系统软件与软件工程；System Software and Software Engineering,ICPC,,,,,,系统软件与软件工程,System Software and Software Engineering,B,5,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:26+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Software Maintenance and Evolution,系统软件与软件工程；System Software and Software Engineering,ICSME,,,,,,系统软件与软件工程,System Software and Software Engineering,B,6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:29+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Symposium on Performance Analysis of Systems and Software,系统软件与软件工程；System Software and Software Engineering,ISPASS,,,,,,系统软件与软件工程,System Software and Software Engineering,B,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,该会议征稿涵盖计算机系统与软件的性能分析方法，包括建模、模拟、工具、基准测试、能效分析、新兴硬件与工作负载（如深度学习、量子计算）等。；关键词：性能分析；建模与模拟；能效评估；硬件性能计数器；多核与加速器；存储系统；数据中心；深度学习；量子计算；基准测试；工具与优化,https://www.ispass.org/ispass2026/cfp.php,Papers are solicited in fields that include the following: Performance and efficiency evaluation methodologies...,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,European Conference on Object-Oriented Programming,系统软件与软件工程；System Software and Software Engineering,ECOOP,,,,,,系统软件与软件工程,System Software and Software Engineering,B,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:33+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"IEEE International Conference on Software Testing, Verification and Validation",系统软件与软件工程；System Software and Software Engineering,ICST,,,,,,系统软件与软件工程,System Software and Software Engineering,B,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖软件测试、验证和确认的所有领域，包括新颖原创研究、案例研究和实证研究。；关键词：软件测试；验证；确认；案例研究；实证研究,https://conf.researchr.org/track/icst-2026/icst-2026-research#Call-for-Papers,"The Research Papers track of ICST 2026 invites high-quality submissions in all areas of software testing, verification, ",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Function Programming,系统软件与软件工程；System Software and Software Engineering,ICFP,,,,,,系统软件与软件工程,System Software and Software Engineering,B,10,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICFP征稿涵盖函数式编程的艺术与科学，包括从原理到实践、从基础到特性、从抽象到应用的所有主题，涉及语言设计、实现、类型系统、程序验证、编译技术、概率编程、领域特定语言等广泛领域。；关键词：函数式编程；类型系统；程序验证；编译技术；语言设计；概率编程；领域特定语言；functional programming,https://icfp26.sigplan.org/track/icfp-2026-icfp-papers#Call-for-Papers,ICFP 2026 seeks original papers on the art and science of functional programming.,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Requirement Engineering Conference,系统软件与软件工程；System Software and Software Engineering,RE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,11,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:38+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Advanced Information Systems Engineering,系统软件与软件工程；System Software and Software Engineering,CAiSE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,12,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAiSE'26征稿主题涵盖信息系统工程的模型、方法和技术，包括本体工程、概念建模、需求工程、业务流程管理、低代码技术等，强调跨学科视角和持续变化环境下的系统再思考。；关键词：信息系统工程；概念建模；需求工程；业务流程管理；本体工程；低代码技术；过程挖掘；模型驱动工程,https://caise26.polimi.it/?page_id=60,"Topics of contribution include but are not limited to: Models, Methods and Techniques in IS Engineering",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,USENIX Workshop on Hot Topics in Operating Systems,系统软件与软件工程；System Software and Software Engineering,HotOS,,,,,,系统软件与软件工程,System Software and Software Engineering,B,13,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:44+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,European Joint Conferences on Theory and Practice of Software,系统软件与软件工程；System Software and Software Engineering,ETAPS,,,,,,系统软件与软件工程,System Software and Software Engineering,B,14,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:27:48+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"International Conference on Verification, Model Checking, and Abstract Interpretation",系统软件与软件工程；System Software and Software Engineering,VMCAI,,,,,,系统软件与软件工程,System Software and Software Engineering,B,15,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VMCAI涵盖验证、模型检测和抽象解释领域，促进交叉融合与混合方法研究，包括静态分析、符号执行、神经网络验证、形式语义等。；关键词：验证；模型检测；抽象解释；静态分析；符号执行；形式语义；神经网络验证,https://conf.researchr.org/home/VMCAI-2026,"VMCAI provides a forum for researchers from the communities of Verification, Model Checking, and Abstract Interpretation",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Symposium on Software Reliability Engineering,系统软件与软件工程；System Software and Software Engineering,ISSRE,,,,,,系统软件与软件工程,System Software and Software Engineering,B,16,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISSRE专注于软件可靠性、安全性和安全性的评估、预测与改进技术，涵盖故障预防、容错、度量、可靠性预测、开放源码软件可靠性、大数据软件可靠性、物联网、云、区块链等领域的软件可靠性。；关键词：软件可靠性；安全性；故障预防；容错；可靠性预测；开放源码软件；大数据；物联网；云；区块链,https://conference.researchbib.com/view/event/97478,"Topics of interest include development, analysis methods and models throughout the software development lifecycle",high,ok,2026-07-30T12:28:02+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Model Driven Engineering Languages and Systems,系统软件与软件工程；System Software and Software Engineering,MoDELS,,,,,,系统软件与软件工程,System Software and Software Engineering,B,17,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖模型驱动工程的各个方面，包括建模语言基础、新范式（如低代码/数字孪生）、AI与建模结合、工具与仓库、质量保证、协同建模、教育、以及面向CPS、IoT、大数据、机器学习等新兴领域的应用。；关键词：模型驱动工程；建模语言；AI for modeling；数字孪生；低代码；质量保证；协同建模；CPS；IoT；机器学习,https://conf.researchr.org/track/models-2026/models-2026-nier#topics-of-interest,MODELS 2026 solicits submissions on a variety of topics related to modeling for software and systems engineering includi,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Symposium on Empirical Software Engineering and Measurement,系统软件与软件工程；System Software and Software Engineering,ESEM,,,,,,系统软件与软件工程,System Software and Software Engineering,B,18,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:28:07+00:00
